"Date","Price","Return"
2016-11-08,27012,0.004117751
2016-11-09,26715,-0.011056006
2016-11-10,27012,0.011056006
2016-11-11,26901,-0.004117751
2016-11-14,26567,-0.012493617
2016-11-15,26567,0
2016-11-16,26567,0
2016-11-17,26455,-0.004224668
2016-11-18,26381,-0.002801122
2016-11-21,26493,0.004236493
2016-11-22,26715,0.008344658
2016-11-23,26938,0.008312724
2016-11-24,26715,-0.008312724
2016-11-25,26567,-0.005555361
2016-11-28,26344,-0.008429299
2016-11-29,25973,-0.014183008
2016-11-30,26122,0.005720334
2016-12-01,26159,0.001415428
2016-12-02,26196,0.001413428
2016-12-05,25899,-0.011402369
2016-12-06,25342,-0.02174126
2016-12-07,25528,0.007312791
2016-12-08,25973,0.017281648
2016-12-09,26010,0.001423543
2016-12-12,25899,-0.004276722
2016-12-13,25528,-0.014428469
2016-12-14,25825,0.011567126
2016-12-15,25973,0.005714522
2016-12-16,26047,0.002845062
2016-12-19,26084,0.001419501
2016-12-20,25936,-0.005690135
2016-12-21,25936,0
2016-12-22,25899,-0.001427607
2016-12-23,26418,0.019841238
2016-12-26,26789,0.013945759
2016-12-27,26715,-0.00276615
2016-12-28,26418,-0.011179609
2016-12-29,26307,-0.004210533
2016-12-30,26307,0
2017-01-03,27643,0.049537468
2017-01-04,27457,-0.006751387
2017-01-05,27569,0.004070809
2017-01-06,28125,0.019966907
2017-01-09,28719,0.020900064
2017-01-10,28496,-0.007795198
2017-01-11,28533,0.001297586
2017-01-12,28125,-0.014402452
2017-01-13,27791,-0.011946633
2017-01-16,27717,-0.002666284
2017-01-17,28904,0.04193405
2017-01-18,28422,-0.016816501
2017-01-19,28199,-0.007876977
2017-01-20,28199,0
2017-01-23,28274,0.002656138
2017-01-24,28645,0.013036253
2017-01-25,29164,0.017956164
2017-02-02,29275,0.003798838
2017-02-03,28719,-0.019174985
2017-02-06,28719,0
2017-02-07,29127,0.014106654
2017-02-08,29498,0.012656885
2017-02-09,29461,-0.00125511
2017-02-10,29164,-0.010132283
2017-02-13,28830,-0.01151856
2017-02-14,28719,-0.003857587
2017-02-15,28941,0.00770035
2017-02-16,28645,-0.010280367
2017-02-17,28422,-0.007815415
2017-02-20,28162,-0.009189942
2017-02-21,28496,0.011790175
2017-02-22,28125,-0.013104866
2017-02-23,27903,-0.007924651
2017-02-24,27791,-0.004021983
2017-02-27,28348,0.019844254
2017-02-28,27754,-0.021176507
2017-03-01,27606,-0.005346834
2017-03-02,27383,-0.008110758
2017-03-03,27828,0.016120325
2017-03-06,27680,-0.005332577
2017-03-07,27828,0.005332577
2017-03-08,27977,0.005340036
2017-03-09,28051,0.002641538
2017-03-10,27828,-0.007981574
2017-03-13,27494,-0.012074909
2017-03-14,27494,0
2017-03-15,27420,-0.002695125
2017-03-16,27531,0.004039968
2017-03-17,27457,-0.002691498
2017-03-20,27865,0.014750276
2017-03-21,28199,0.011915095
2017-03-22,27977,-0.007903772
2017-03-23,28385,0.014478093
2017-03-24,28199,-0.00657432
2017-03-27,28051,-0.005262234
2017-03-28,27754,-0.010644308
2017-03-29,27680,-0.002669843
2017-03-30,27606,-0.00267699
2017-03-31,27383,-0.008110758
2017-04-03,27012,-0.013641171
2017-04-04,27309,0.010935106
2017-04-05,27346,0.001353948
2017-04-07,27309,-0.001353948
2017-04-10,27235,-0.002713407
2017-04-11,27383,0.005419472
2017-04-12,27309,-0.002706065
2017-04-13,27272,-0.001355783
2017-04-14,26975,-0.010950024
2017-04-17,26344,-0.023669966
2017-04-18,26604,0.009821035
2017-04-19,26641,0.001389802
2017-04-20,26270,-0.014023779
2017-04-21,26344,0.002812941
2017-04-24,26047,-0.011337947
2017-04-25,26047,0
2017-04-26,26010,-0.001421519
2017-04-27,25862,-0.00570637
2017-04-28,26047,0.007127889
2017-05-03,26344,0.011337947
2017-05-04,26938,0.022297384
2017-05-05,26789,-0.005546574
2017-05-08,26530,-0.009715187
2017-05-09,27049,0.019373868
2017-05-10,27272,0.008210499
2017-05-11,27309,0.001355783
2017-05-12,27049,-0.009566282
2017-05-15,26938,-0.004112107
2017-05-16,26752,-0.006928692
2017-05-17,26864,0.004177863
2017-05-18,26975,0.004123411
2017-05-19,27272,0.010950024
2017-05-22,27828,0.020182173
2017-05-23,27606,-0.008009568
2017-05-24,28014,0.014671245
2017-05-25,27531,-0.017391743
2017-05-26,27235,-0.010809732
2017-05-29,27012,-0.008221699
2017-05-30,26938,-0.002743283
2017-05-31,26864,-0.002750829
2017-06-01,26938,0.002750829
2017-06-02,26938,0
2017-06-05,27606,0.024495211
2017-06-06,28682,0.038236608
2017-06-07,28422,-0.009106255
2017-06-08,28125,-0.010504633
2017-06-09,28496,0.013104866
2017-06-12,28459,-0.001299272
2017-06-13,28608,0.005221944
2017-06-14,29090,0.016708074
2017-06-15,29312,0.007602516
2017-06-16,29312,0
2017-06-19,29461,0.005070366
